DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount,FullName
2702567,FCS519-1591724,12/06/2023,12/26/2016,1500,1048,452,452,Sanchez,John,747-40-7766,6766 Cedar Ln,Los Angeles,CA,90001,10/01/1986,(595) 636-2427,john.sanchez2567@example.com,HOME 6766 Cedar Ln Los Angeles CA 90001,,,,,,,,,,,,100,Monthly,2021-05-24,100,89,12/09/2020,Acme Corp,Customer Service,1956 Court St,Boston,MA,2101,(743) 969-5017,8 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,72,Spouse,50000,John Sanchez
2702568,FCS180-1520946,01/05/2025,01/13/2012,1000,236,764,764,White,James,643-52-8757,3767 Cherry Ln,Los Angeles,CA,90001,11/22/1984,(317) 379-5561,james.white2568@testmail.com,HOME 3767 Cherry Ln Los Angeles CA 90001,,,,,,,,,,,,150,Weekly,2022-12-08,150,16,05/17/2018,United Legal Group,Manager,2282 Spruce St,Columbus,OH,43085,(541) 243-9862,0 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,500,417,Co-signer,100000,James White
2702569,FCS682-5952047,07/22/2025,09/19/2011,2500,1334,1166,1166,Sanchez,Joseph,659-80-5498,8159 Maple Ave,Dallas,TX,75201,11/04/1968,(562) 274-3872,joseph.sanchez2569@example.com,HOME 8159 Maple Ave Dallas TX 75201,Thompson,Margaret,452-25-6174,8432 Elm St,Detroit,MI,48201.0,HOME 8432 Elm St Detroit MI 48201,02/02/1989,(516) 426-7421,margaret.thompson5138@testmail.com,400,Weekly,2024-12-09,400,189,12/20/2023,Main St Manufacturing,Mechanic,8010 Sunset Blvd,Dallas,TX,75201,(994) 434-1481,4 years,UNITED LEGAL GROUP,National Bonding,1800,198,Parent,100000,Joseph Sanchez
2702570,FCS843-6168652,10/22/2024,09/05/2020,1500,1282,218,218,Hernandez,Thomas,165-31-1375,6218 Sunset Blvd,Los Angeles,CA,90001,01/22/1974,(720) 402-6115,thomas.hernandez2570@testmail.com,HOME 6218 Sunset Blvd Los Angeles CA 90001,,,,,,,,,,,,500,Bi-Weekly,2025-02-12,500,275,05/12/2017,Acme Corp,Accountant,1204 Lakeview Dr,Oklahoma City,OK,73101,(925) 373-2191,9 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1500,973,Father,50000,Thomas Hernandez
2702571,FCS674-5778956,06/12/2024,05/29/2024,2000,1261,739,739,Lopez,Margaret,762-66-9972,4340 Walnut St,Columbus,OH,43085,04/25/1981,(202) 548-5876,margaret.lopez2571@dummyemail.com,HOME 4340 Walnut St Columbus OH 43085,,,,,,,,,,,,300,Bi-Weekly,2024-07-14,300,172,04/12/2018,St. Francis Sr. Residence (NLE),Construction Worker,8295 Spruce St,San Francisco,CA,94101,(732) 329-4267,13 years,OWNER NAME LLC,Liberty Bonds Co.,1800,556,Sibling,75000,Margaret Lopez
2702572,FCS940-8981367,09/24/2025,07/11/2017,1000,320,680,680,Williams,Christopher,586-19-8193,6033 Cherry Ln,Boston,MA,2101,11/21/1970,(360) 349-4162,christopher.williams2572@dummyemail.com,HOME 6033 Cherry Ln Boston MA 02101,Brown,Thomas,415-33-1262,979 Cedar Ln,Seattle,WA,98101.0,HOME 979 Cedar Ln Seattle WA 98101,04/26/1983,(872) 448-5663,thomas.brown5144@example.com,250,Bi-Weekly,2021-11-20,250,123,12/01/2022,Acme Corp,Mechanic,2639 3rd St,Jacksonville,FL,32099,(354) 331-5822,4 years,OWNER NAME LLC,ABC Insurance Co.,1500,940,Employer,90000,Christopher Williams
2702573,FCS918-3561787,10/21/2025,01/12/2012,9000,2182,6818,6818,Perez,Susan,126-71-6701,9834 Court St,Detroit,MI,48201,07/04/1959,(656) 978-4572,susan.perez2573@example.com,HOME 9834 Court St Detroit MI 48201,,,,,,,,,,,,400,Monthly,2025-11-05,400,40,11/09/2023,United Legal Group,Accountant,334 Washington St,Columbus,OH,43085,(255) 401-7877,0 years,OWNER NAME LLC,Liberty Bonds Co.,1800,227,Co-signer,100000,Susan Perez
2702574,FCS831-7010229,10/31/2025,08/23/2022,2500,2391,109,109,Thomas,Sarah,465-55-3614,8654 Pine Ave,Los Angeles,CA,90001,11/03/1968,(311) 829-4696,sarah.thomas2574@emailtest.org,HOME 8654 Pine Ave Los Angeles CA 90001,,,,,,,,,,,,250,Bi-Weekly,2022-12-18,250,47,06/20/2018,St. Francis Sr. Residence (NLE),Construction Worker,4049 Ridgeway Dr,Indianapolis,IN,46201,(938) 629-3883,12 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",900,859,Father,90000,Sarah Thomas
2702575,FCS746-1148918,08/30/2024,12/03/2016,9000,6243,2757,2757,Johnson,Christopher,208-16-2284,6748 Washington St,Phoenix,AZ,85001,04/02/1955,(201) 249-6103,christopher.johnson2575@mail.com,HOME 6748 Washington St Phoenix AZ 85001,Lee,Charles,649-90-4571,9831 Birch St,Nashville,TN,37201.0,HOME 9831 Birch St Nashville TN 37201,07/25/1943,(702) 398-4116,charles.lee5150@example.com,200,Bi-Weekly,2023-03-25,200,178,02/20/2024,Global Services LLC,Nurse,4433 Cedar Ln,Los Angeles,CA,90001,(593) 329-2843,8 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1200,1180,Sister,150000,Christopher Johnson
2702576,FCS940-5186100,09/14/2025,06/11/2017,1800,216,1584,1584,Thomas,Sandra,216-94-2945,5351 Cedar Ln,Phoenix,AZ,85001,09/12/1967,(326) 387-9812,sandra.thomas2576@testmail.com,HOME 5351 Cedar Ln Phoenix AZ 85001,Lee,Barbara,287-68-8854,6259 Forest Ave,Detroit,MI,48201.0,HOME 6259 Forest Ave Detroit MI 48201,03/22/1972,(783) 385-6889,barbara.lee5152@mail.com,200,Bi-Weekly,2021-10-19,200,81,07/18/2025,Acme Corp,Warehouse Worker,5953 3rd St,Austin,TX,73301,(683) 598-3836,9 years,OWNER NAME LLC,National Bonding,1800,1275,Sibling,50000,Sandra Thomas
2702577,FCS634-8667896,10/17/2024,08/17/2014,9000,2947,6053,6053,Brown,Thomas,555-15-3665,7094 Cedar Ln,Dallas,TX,75201,03/19/1978,(756) 566-3102,thomas.brown2577@mail.com,HOME 7094 Cedar Ln Dallas TX 75201,,,,,,,,,,,,250,Monthly,2023-04-21,250,223,11/27/2020,United Legal Group,Security Guard,9094 Lakeview Dr,Detroit,MI,48201,(767) 728-9486,9 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,266,Sibling,75000,Thomas Brown
2702578,FCS287-7822226,09/17/2025,01/27/2018,12000,1296,10704,10704,Martinez,Karen,112-63-8152,4315 Cedar Ln,Austin,TX,73301,11/02/1952,(576) 542-7226,karen.martinez2578@mail.com,HOME 4315 Cedar Ln Austin TX 73301,,,,,,,,,,,,350,Bi-Weekly,2024-03-05,350,116,02/26/2018,Main St Manufacturing,Software Engineer,1993 3rd St,Nashville,TN,37201,(645) 369-2862,19 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,763,Friend,150000,Karen Martinez
2702579,FCS625-5833782,02/01/2025,09/24/2023,6000,2859,3141,3141,Perez,Anthony,344-76-5804,7705 Washington St,Fort Worth,TX,76101,07/30/1980,(783) 375-9091,anthony.perez2579@dummyemail.com,HOME 7705 Washington St Fort Worth TX 76101,,,,,,,,,,,,150,Monthly,2024-10-02,150,51,01/09/2017,Global Services LLC,Mechanic,2087 Ridgeway Dr,Detroit,MI,48201,(840) 910-9209,13 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,1033,Mother,50000,Anthony Perez
2702580,FCS988-8496188,05/01/2024,08/14/2022,2500,174,2326,2326,Smith,Patricia,547-69-7422,4582 Forest Ave,El Paso,TX,79901,08/18/1974,(234) 566-7973,patricia.smith2580@example.com,HOME 4582 Forest Ave El Paso TX 79901,,,,,,,,,,,,200,Monthly,2024-11-22,200,171,08/03/2016,Main St Manufacturing,Warehouse Worker,3480 Cedar Ln,Seattle,WA,98101,(541) 963-7514,10 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,500,179,Friend,150000,Patricia Smith
2702581,FCS115-6838286,10/05/2025,11/13/2015,2500,1719,781,781,Smith,David,886-35-3485,4895 Main St,San Antonio,TX,78201,04/25/1952,(686) 210-4703,david.smith2581@example.com,HOME 4895 Main St San Antonio TX 78201,,,,,,,,,,,,350,Weekly,2022-05-31,350,327,12/17/2017,United Legal Group,Accountant,8583 4th St,Indianapolis,IN,46201,(420) 977-8722,20 years,UNITED LEGAL GROUP,ABC Insurance Co.,1800,1204,Co-signer,100000,David Smith
2702582,FCS151-9652768,08/04/2025,11/21/2021,2000,1463,537,537,Harris,Nancy,506-53-5786,8104 Walnut St,Dallas,TX,75201,02/06/1987,(964) 260-2340,nancy.harris2582@example.com,HOME 8104 Walnut St Dallas TX 75201,,,,,,,,,,,,300,Monthly,2024-05-19,300,298,06/24/2016,St. Francis Sr. Residence (NLE),Sales Associate,4165 Forest Ave,Indianapolis,IN,46201,(709) 560-2707,8 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,71,Co-signer,75000,Nancy Harris
2702583,FCS119-1211166,08/14/2025,12/27/2018,9000,4640,4360,4360,Davis,Mary,762-44-6017,9559 Pine Ave,Detroit,MI,48201,09/18/1982,(945) 929-5219,mary.davis2583@example.com,HOME 9559 Pine Ave Detroit MI 48201,Anderson,Joseph,400-88-6873,426 Washington St,Austin,TX,73301.0,HOME 426 Washington St Austin TX 73301,07/05/1964,(460) 825-3052,joseph.anderson5166@testmail.com,250,Weekly,2021-03-05,250,81,09/13/2024,Main St Manufacturing,Nurse,3218 Ridgeway Dr,Jacksonville,FL,32099,(313) 384-7785,8 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,1222,Friend,150000,Mary Davis
2702584,FCS772-8478781,11/10/2024,02/07/2018,12000,8969,3031,3031,Harris,Christopher,507-79-1996,6532 Birch St,Columbus,OH,43085,09/30/1974,(401) 230-7938,christopher.harris2584@dummyemail.com,HOME 6532 Birch St Columbus OH 43085,Hernandez,Jessica,141-29-8808,9048 Walnut St,Boston,MA,2101.0,HOME 9048 Walnut St Boston MA 02101,04/21/1957,(598) 367-2558,jessica.hernandez5168@emailtest.org,300,Weekly,2021-04-11,300,229,01/07/2021,Acme Corp,Receptionist,5305 Court St,San Jose,CA,95101,(772) 954-2947,2 years,UNITED LEGAL GROUP,Liberty Bonds Co.,500,247,Friend,90000,Christopher Harris
2702585,FCS817-9268465,09/10/2024,11/18/2014,1800,1650,150,150,Jackson,John,716-18-5727,3322 Maple Ave,Jacksonville,FL,32099,02/04/1950,(890) 784-8204,john.jackson2585@example.com,HOME 3322 Maple Ave Jacksonville FL 32099,,,,,,,,,,,,500,Monthly,2024-06-12,500,381,05/20/2016,United Legal Group,Security Guard,2659 Washington St,San Jose,CA,95101,(821) 382-6966,1 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1800,466,Spouse,75000,John Jackson
2702586,FCS969-9554172,01/14/2025,10/13/2014,9000,1947,7053,7053,Ramirez,Margaret,674-88-4790,2711 2nd St,Dallas,TX,75201,10/31/1953,(256) 674-9395,margaret.ramirez2586@mail.com,HOME 2711 2nd St Dallas TX 75201,,,,,,,,,,,,250,Monthly,2024-09-08,250,55,10/17/2017,Acme Corp,Teacher,9757 Maple Ave,Los Angeles,CA,90001,(853) 252-3904,4 years,PRIMARY OWNER INC,National Bonding,500,213,Friend,75000,Margaret Ramirez
2702587,FCS969-5363036,10/26/2024,08/14/2015,2500,750,1750,1750,Brown,Christopher,119-57-7048,8974 4th St,Houston,TX,77001,05/09/1956,(825) 744-4831,christopher.brown2587@example.com,HOME 8974 4th St Houston TX 77001,Lewis,Sandra,332-16-6846,2542 Walnut St,New York,NY,10001.0,HOME 2542 Walnut St New York NY 10001,02/27/1958,(458) 461-2145,sandra.lewis5174@emailtest.org,300,Bi-Weekly,2025-03-09,300,29,10/28/2023,Acme Corp,Chef,8460 Main St,San Francisco,CA,94101,(563) 567-5476,1 years,PRIMARY OWNER INC,United Surety,1200,1140,Sibling,90000,Christopher Brown
2702588,FCS371-6307404,04/12/2024,11/15/2019,2500,1603,897,897,Smith,Barbara,586-31-4388,1592 Lakeview Dr,Dallas,TX,75201,09/05/1959,(827) 300-8129,barbara.smith2588@mail.com,HOME 1592 Lakeview Dr Dallas TX 75201,,,,,,,,,,,,300,Bi-Weekly,2023-11-23,300,112,01/17/2020,Global Services LLC,Receptionist,3704 Pine Ave,San Jose,CA,95101,(766) 986-1073,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",900,808,Sibling,75000,Barbara Smith
2702589,FCS339-4861644,06/16/2024,01/24/2014,12000,6690,5310,5310,Jackson,John,858-41-1333,246 Cedar Ln,Los Angeles,CA,90001,12/24/1989,(827) 208-7355,john.jackson2589@testmail.com,HOME 246 Cedar Ln Los Angeles CA 90001,,,,,,,,,,,,350,Weekly,2023-11-05,350,18,02/22/2016,Main St Manufacturing,Teacher,7879 Sunset Blvd,San Jose,CA,95101,(272) 950-2483,14 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,900,737,Friend,50000,John Jackson
2702590,FCS834-5949494,01/02/2025,12/25/2019,4500,1280,3220,3220,Taylor,Karen,174-85-8556,8478 Court St,San Antonio,TX,78201,01/11/1981,(722) 855-5496,karen.taylor2590@mail.com,HOME 8478 Court St San Antonio TX 78201,Thomas,John,543-53-2018,4121 Spruce St,New York,NY,10001.0,HOME 4121 Spruce St New York NY 10001,11/22/1954,(814) 282-4529,john.thomas5180@example.com,350,Weekly,2021-07-22,350,79,02/07/2021,St. Francis Sr. Residence (NLE),Dietary Aide,8782 Pine Ave,Los Angeles,CA,90001,(799) 990-9440,8 years,PRIMARY OWNER INC,Liberty Bonds Co.,1200,276,Employer,150000,Karen Taylor
2702591,FCS673-3215230,01/26/2025,10/31/2018,1800,410,1390,1390,Miller,William,159-49-1701,6407 Lakeview Dr,Phoenix,AZ,85001,03/13/1981,(951) 891-3372,william.miller2591@emailtest.org,HOME 6407 Lakeview Dr Phoenix AZ 85001,,,,,,,,,,,,150,Monthly,2021-12-23,150,94,09/03/2017,Acme Corp,Teacher,6123 Hillcrest Rd,San Jose,CA,95101,(664) 835-6467,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1200,12,Parent,75000,William Miller
2702592,FCS120-9804462,06/14/2024,06/05/2022,12000,2803,9197,9197,Williams,Patricia,520-34-5382,8204 Main St,Houston,TX,77001,10/10/1985,(991) 573-5115,patricia.williams2592@example.com,HOME 8204 Main St Houston TX 77001,,,,,,,,,,,,300,Monthly,2024-04-24,300,108,11/30/2022,Global Services LLC,Chef,1650 Cherry Ln,El Paso,TX,79901,(616) 863-2441,18 years,UNITED LEGAL GROUP,ABC Insurance Co.,500,57,Employer,50000,Patricia Williams
2702593,FCS196-2602000,01/02/2024,10/20/2024,2500,2436,64,64,Jackson,Thomas,731-10-6409,6847 Cherry Ln,Washington,DC,20001,03/14/1999,(543) 716-7734,thomas.jackson2593@testmail.com,HOME 6847 Cherry Ln Washington DC 20001,,,,,,,,,,,,100,Bi-Weekly,2024-05-07,100,49,03/17/2017,Main St Manufacturing,Accountant,957 Sunset Blvd,Philadelphia,PA,19101,(862) 301-2510,13 years,OWNER NAME LLC,ABC Insurance Co.,1200,120,Parent,100000,Thomas Jackson
2702594,FCS508-5162466,06/25/2024,01/16/2013,2000,1226,774,774,Davis,Michael,889-70-4176,6688 Pine Ave,San Francisco,CA,94101,01/04/1999,(499) 468-9730,michael.davis2594@emailtest.org,HOME 6688 Pine Ave San Francisco CA 94101,,,,,,,,,,,,250,Bi-Weekly,2023-12-02,250,231,05/15/2021,Acme Corp,Software Engineer,8727 Ridgeway Dr,San Antonio,TX,78201,(323) 342-5391,2 years,UNITED LEGAL GROUP,United Surety,1800,1542,Parent,100000,Michael Davis
2702595,FCS398-8771218,09/01/2025,06/04/2011,2500,1771,729,729,Harris,Daniel,411-12-1882,1986 Sunset Blvd,Denver,CO,80014,01/18/1957,(404) 455-8992,daniel.harris2595@example.com,HOME 1986 Sunset Blvd Denver CO 80014,,,,,,,,,,,,300,Bi-Weekly,2025-11-14,300,84,04/27/2020,United Legal Group,Teacher,6449 Lakeview Dr,Chicago,IL,60601,(546) 679-8566,13 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1500,590,Friend,90000,Daniel Harris
2702596,FCS435-2812129,07/03/2024,06/12/2019,2500,2452,48,48,Lee,Linda,116-22-7294,4725 Forest Ave,Phoenix,AZ,85001,10/20/2000,(952) 842-8043,linda.lee2596@dummyemail.com,HOME 4725 Forest Ave Phoenix AZ 85001,,,,,,,,,,,,300,Weekly,2022-03-17,300,148,03/26/2023,Global Services LLC,Security Guard,1434 Hillcrest Rd,Washington,DC,20001,(375) 660-2624,1 years,OWNER NAME LLC,Liberty Bonds Co.,1800,1731,Mother,90000,Linda Lee
2702597,FCS784-3474153,04/19/2025,09/29/2024,1000,399,601,601,Jackson,Richard,133-44-7745,4031 Spruce St,San Jose,CA,95101,08/14/1968,(262) 463-5471,richard.jackson2597@emailtest.org,HOME 4031 Spruce St San Jose CA 95101,,,,,,,,,,,,400,Weekly,2024-05-16,400,255,01/01/2021,St. Francis Sr. Residence (NLE),Receptionist,7327 Birch St,Los Angeles,CA,90001,(617) 699-1100,0 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1800,42,Spouse,75000,Richard Jackson
2702598,FCS406-4289321,01/26/2024,05/12/2023,1500,74,1426,1426,Martin,James,618-30-6977,3645 Washington St,San Jose,CA,95101,09/19/1969,(609) 546-5691,james.martin2598@dummyemail.com,HOME 3645 Washington St San Jose CA 95101,Brown,Sarah,758-62-4015,3934 Birch St,Austin,TX,73301.0,HOME 3934 Birch St Austin TX 73301,12/21/1990,(943) 541-7967,sarah.brown5196@dummyemail.com,500,Monthly,2022-06-10,500,362,05/25/2023,Global Services LLC,Electrician,6185 Walnut St,Dallas,TX,75201,(790) 507-6521,5 years,OWNER NAME LLC,United Surety,500,455,Father,75000,James Martin
2702599,FCS983-4413806,08/19/2025,10/18/2019,6000,4243,1757,1757,Perez,Mary,680-29-3708,7727 Washington St,Jacksonville,FL,32099,11/28/1980,(751) 665-8712,mary.perez2599@dummyemail.com,HOME 7727 Washington St Jacksonville FL 32099,Taylor,Karen,731-74-8271,2567 Ridgeway Dr,Columbus,OH,43085.0,HOME 2567 Ridgeway Dr Columbus OH 43085,04/16/1992,(393) 885-8877,karen.taylor5198@testmail.com,400,Weekly,2024-08-01,400,193,08/20/2018,Main St Manufacturing,Electrician,4643 Oak St,Jacksonville,FL,32099,(523) 415-8968,5 years,PRIMARY OWNER INC,National Bonding,900,581,Friend,50000,Mary Perez
2702600,FCS319-6118592,11/17/2023,05/22/2016,4500,370,4130,4130,Perez,Jessica,304-92-8974,7652 Pine Ave,Austin,TX,73301,04/16/1954,(598) 275-4968,jessica.perez2600@emailtest.org,HOME 7652 Pine Ave Austin TX 73301,Robinson,Richard,376-86-1731,935 Elm St,Indianapolis,IN,46201.0,HOME 935 Elm St Indianapolis IN 46201,01/08/1987,(843) 201-9076,richard.robinson5200@mail.com,250,Weekly,2022-02-27,250,230,08/17/2025,St. Francis Sr. Residence (NLE),Accountant,893 Hillcrest Rd,San Francisco,CA,94101,(821) 511-2446,13 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,900,417,Co-signer,75000,Jessica Perez
2702601,FCS652-4321899,08/05/2025,03/29/2015,2000,1746,254,254,Perez,Betty,433-73-6226,7445 Sunset Blvd,San Jose,CA,95101,03/12/1983,(752) 365-6770,betty.perez2601@dummyemail.com,HOME 7445 Sunset Blvd San Jose CA 95101,,,,,,,,,,,,200,Monthly,2023-08-29,200,115,12/04/2017,St. Francis Sr. Residence (NLE),Software Engineer,3943 3rd St,San Antonio,TX,78201,(486) 537-4418,0 years,OWNER NAME LLC,National Bonding,1200,208,Sister,90000,Betty Perez
2702602,FCS499-8930101,05/06/2025,04/09/2021,1500,492,1008,1008,Lopez,Karen,129-41-9552,6098 Sunset Blvd,San Antonio,TX,78201,07/31/1967,(634) 602-6804,karen.lopez2602@emailtest.org,HOME 6098 Sunset Blvd San Antonio TX 78201,,,,,,,,,,,,150,Weekly,2024-11-17,150,63,10/20/2017,St. Francis Sr. Residence (NLE),Dietary Aide,6484 Spruce St,Charlotte,NC,28201,(862) 384-2625,13 years,OWNER NAME LLC,United Surety,1500,1130,Co-signer,100000,Karen Lopez
2702603,FCS650-9978417,08/06/2024,08/12/2015,2500,1873,627,627,Moore,David,461-10-9981,900 Court St,Boston,MA,2101,06/28/1988,(265) 239-6121,david.moore2603@dummyemail.com,HOME 900 Court St Boston MA 02101,Thompson,Christopher,434-28-9255,4301 Birch St,Nashville,TN,37201.0,HOME 4301 Birch St Nashville TN 37201,02/23/1947,(532) 796-7481,christopher.thompson5206@testmail.com,300,Monthly,2024-02-06,300,61,03/05/2024,St. Francis Sr. Residence (NLE),Customer Service,1445 Main St,Columbus,OH,43085,(573) 626-9463,17 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,534,Sibling,75000,David Moore
2702604,FCS495-6590588,11/15/2024,07/20/2023,12000,10872,1128,1128,Harris,Daniel,723-36-4444,1831 Cedar Ln,Washington,DC,20001,01/30/1972,(323) 955-6826,daniel.harris2604@mail.com,HOME 1831 Cedar Ln Washington DC 20001,Ramirez,Matthew,109-94-1354,5617 Pine Ave,Columbus,OH,43085.0,HOME 5617 Pine Ave Columbus OH 43085,10/24/1976,(848) 562-3360,matthew.ramirez5208@mail.com,300,Monthly,2021-04-04,300,291,12/20/2018,Global Services LLC,Receptionist,7557 Hillcrest Rd,Washington,DC,20001,(829) 929-9470,2 years,UNITED LEGAL GROUP,United Surety,1800,622,Sibling,75000,Daniel Harris
2702605,FCS375-4686254,11/05/2025,07/18/2013,2500,817,1683,1683,Wilson,David,114-40-5130,1327 Pine Ave,Dallas,TX,75201,07/19/1988,(386) 560-6446,david.wilson2605@testmail.com,HOME 1327 Pine Ave Dallas TX 75201,Taylor,Betty,127-96-5519,3322 Main St,Austin,TX,73301.0,HOME 3322 Main St Austin TX 73301,09/01/1968,(417) 482-2001,betty.taylor5210@example.com,300,Bi-Weekly,2023-06-04,300,146,10/12/2021,St. Francis Sr. Residence (NLE),Software Engineer,1842 Pine Ave,San Jose,CA,95101,(526) 667-7032,6 years,OWNER NAME LLC,National Bonding,1200,132,Co-signer,100000,David Wilson
2702606,FCS376-8177330,12/03/2023,03/18/2020,6000,4114,1886,1886,Ramirez,James,654-34-2527,3132 Sunset Blvd,Columbus,OH,43085,01/27/1982,(402) 956-1055,james.ramirez2606@dummyemail.com,HOME 3132 Sunset Blvd Columbus OH 43085,,,,,,,,,,,,200,Weekly,2025-07-01,200,44,06/17/2022,Main St Manufacturing,Customer Service,5598 Cedar Ln,Chicago,IL,60601,(521) 656-3813,7 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,1127,Sister,100000,James Ramirez
2702607,FCS745-6657828,11/24/2024,02/05/2019,12000,6800,5200,5200,Rodriguez,Thomas,220-34-3127,8727 2nd St,Seattle,WA,98101,10/05/1991,(543) 594-1241,thomas.rodriguez2607@emailtest.org,HOME 8727 2nd St Seattle WA 98101,,,,,,,,,,,,350,Weekly,2023-01-29,350,308,03/28/2025,United Legal Group,Security Guard,2617 2nd St,Boston,MA,2101,(982) 398-6616,4 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1500,673,Sibling,100000,Thomas Rodriguez
2702608,FCS583-4635468,09/10/2025,02/25/2013,3000,2584,416,416,Moore,Betty,843-44-3044,7736 Maple Ave,Dallas,TX,75201,09/09/1991,(828) 590-6254,betty.moore2608@example.com,HOME 7736 Maple Ave Dallas TX 75201,,,,,,,,,,,,100,Bi-Weekly,2023-02-09,100,91,12/05/2019,St. Francis Sr. Residence (NLE),Customer Service,2424 Main St,Oklahoma City,OK,73101,(417) 536-1532,16 years,OWNER NAME LLC,Liberty Bonds Co.,1800,838,Spouse,100000,Betty Moore
2702609,FCS584-9845990,08/21/2024,11/03/2017,12000,6819,5181,5181,Williams,William,225-40-7009,8800 3rd St,Philadelphia,PA,19101,05/10/1993,(903) 206-1356,william.williams2609@dummyemail.com,HOME 8800 3rd St Philadelphia PA 19101,,,,,,,,,,,,200,Monthly,2024-03-29,200,39,09/09/2022,St. Francis Sr. Residence (NLE),Driver,4771 Ridgeway Dr,New York,NY,10001,(650) 590-3949,9 years,UNITED LEGAL GROUP,United Surety,1200,1176,Sister,150000,William Williams
2702610,FCS208-6824256,07/09/2025,07/19/2018,1500,1304,196,196,Anderson,Margaret,593-44-5028,4776 Oak St,Phoenix,AZ,85001,02/13/1957,(827) 704-2019,margaret.anderson2610@mail.com,HOME 4776 Oak St Phoenix AZ 85001,Davis,Sandra,374-76-4329,2868 Lakeview Dr,San Jose,CA,95101.0,HOME 2868 Lakeview Dr San Jose CA 95101,12/16/1985,(633) 399-5342,sandra.davis5220@example.com,350,Monthly,2021-06-12,350,107,02/20/2022,Global Services LLC,Administrative Assistant,5213 Maple Ave,Boston,MA,2101,(650) 316-5157,9 years,PRIMARY OWNER INC,National Bonding,500,402,Mother,50000,Margaret Anderson
2702611,FCS350-5195461,10/23/2024,09/16/2019,9000,4607,4393,4393,Moore,Barbara,487-21-8046,2718 Sunset Blvd,Indianapolis,IN,46201,08/08/1974,(996) 424-9352,barbara.moore2611@emailtest.org,HOME 2718 Sunset Blvd Indianapolis IN 46201,,,,,,,,,,,,250,Weekly,2021-02-09,250,166,11/21/2023,Acme Corp,Accountant,9355 2nd St,Chicago,IL,60601,(940) 734-6219,16 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,900,766,Father,100000,Barbara Moore
2702612,FCS565-4681983,07/16/2025,03/31/2021,12000,6316,5684,5684,Smith,James,639-63-1005,8072 Court St,Los Angeles,CA,90001,01/17/1976,(786) 795-1589,james.smith2612@mail.com,HOME 8072 Court St Los Angeles CA 90001,White,Lisa,798-58-4214,1781 Elm St,El Paso,TX,79901.0,HOME 1781 Elm St El Paso TX 79901,10/26/1969,(861) 305-8671,lisa.white5224@dummyemail.com,400,Weekly,2023-11-09,400,106,05/26/2023,Global Services LLC,Administrative Assistant,2069 Lakeview Dr,Denver,CO,80014,(219) 766-6904,1 years,PRIMARY OWNER INC,United Surety,900,282,Spouse,50000,James Smith
